Date|Time|Description|row_id|key_entities_ticker|key_entities_company|key_entities_person|key_entities_sector|key_entities_country|key_entities_event|key_entities_economic|key_entities_policy|key_entities_central_bank|key_entities_commodity|key_entities_crypto|key_entities_index|key_entities_geopolitical|key_entities_source|key_entities_rating|key_entities_metric|new_summary|sentiment_score|reasoning|api_error
2026-01-15|07:47:24|CANADA FOREIGN MINISTER ANAND: CANADIAN CITIZEN HAS DIED IN IRAN AT THE HANDS OF THE IRANIAN AUTHORITIES|29|||Anand||Canada,Iran|citizen death|||||||||||Canadian Foreign Minister Anand reports the death of a Canadian citizen in Iran due to actions by Iranian authorities, raising concerns about international relations.|1.0|The news is negative and indicates a serious situation involving a citizen's death, which typically leans towards a bearish sentiment related to geopolitical stability.|
2026-01-15|07:48:25|BLACKROCK CEO LARRY FINK: I DO NOT BELIEVE THERE'S AN AI BUBBLE BY ANY IMAGINATION|30||BLACKROCK|LARRY FINK||||||||||||||Larry Fink, the CEO of BlackRock, expressed confidence in the absence of an AI bubble, indicating a positive outlook on the sector.|4.0|Fink's statement suggests optimism regarding AI investments, hinting at stability and potential growth in the market, which contributes to a bullish sentiment.|
2026-01-15|08:09:24|**HOUSING COSTS FALL AS MORTGAGE RATES DROP**  The median U.S. monthly housing payment fell to $2 413  down 5.5% from last year—the largest drop since October 2024—driven by falling mortgage rates. The average rate hit 5.99%  its lowest in nearly three years  boosting buyers’ purchasing power by $14 000 over the past month. Despite lower costs  home sales and new listings continue to decline.|31||||housing,mortgage|U.S.|housing costs fall,mortgage rates drop|median U.S. monthly housing payment,5.5% drop,average mortgage rate 5.99%|||||||||$2 413,$14 000,5.5%|Median monthly housing payments in the U.S. have fallen to $2,413, a decrease of 5.5% from the previous year, thanks to declining mortgage rates which now average 5.99%. However, despite these reductions, home sales and new listings are still in decline.|2.0|While the drop in housing costs and mortgage rates is a positive development for buyers, the continued decline in home sales and listings indicates a bearish trend in the housing market overall.|
2026-01-15|08:12:24|**IRAN ATTACK WOULD BE IN LINE WITH TRUMP'S PERSONALITY — CHINESE EXPERT**  Trump’s personality makes U.S. military action against Iran likely if tensions rise. Iran faces domestic unrest and external pressure  but the administration isn’t fully prepared for a direct strike. Alternatives like cyber  information  or psychological warfare are also possible.|32|||Trump||Iran,United States|military action,domestic unrest,external pressure|||||||tensions between Iran and the United States|Chinese Expert|||A Chinese expert suggests that Trump's personality could lead to a likely U.S. military action against Iran amid rising tensions, despite the administration being unprepared for a direct strike.|1.0|The mention of military action indicates a bearish sentiment due to increased geopolitical risks. The uncertainty around potential military engagement adds to concerns rather than optimism.|
2026-01-15|09:04:35|U.S. IMPOSES SANCTIONS ON IRANIAN LEADERS IT ACCUSES OF BEING INVOLVED IN CRACKDOWN ON PROTESTERS -TREASURY DEPARTMENT STATEMENT|33|||Iranian leaders|Government|U.S.,Iran|sanctions,crackdown on protesters|||||||sanctions against Iran|Treasury Department|||The U.S. has imposed sanctions on Iranian leaders accused of brutally suppressing protests, as stated by the Treasury Department.|1.0|The sanctions indicate a negative stance towards the Iranian government, reflecting international disapproval and potential economic repercussions.|
2026-01-15|09:04:51|X REVISES API POLICIES  BANS APPS REWARDING POSTS TO REDUCE SPAM: NIKITA BIER|34|||Nikita Bier|||API policy revision,ban on rewarding posts||API policies|||||||||X has revised its API policies by banning applications that reward posts to cut down on spam, according to Nikita Bier.|2.0|The revision of policies suggests a reaction to spam issues but could also limit engagement on the platform, indicating a cautious sentiment.|
2026-01-15|09:05:08|TRUMP: EU FINES VERY UNFAIR FOR US TECH COMPANIES|35||US Tech Companies|TRUMP|Technology|US,EU|||EU Fines|||||||||Trump criticized the EU's fines imposed on US tech companies, labeling them as very unfair.|1.0|The statement reflects a bearish sentiment towards the regulatory actions against US tech firms, highlighting concern over the financial impact of these fines.|
2026-01-15|09:05:25|OPENAI SEEKS US SUPPLIERS FOR PLANNED ROBOTICS  AI DEVICE PUSH|36||OPENAI||robotics,AI|US|device push|||||||||||OPENAI is looking for US suppliers as part of its initiative to develop new robotics and AI devices.|4.0|The news indicates a proactive move by OPENAI to expand its product offerings in the robotics and AI sector, which is generally viewed positively. Seeking suppliers suggests confidence in the project’s potential success.|
2026-01-15|09:23:26|TRUMP CALLS ON CONGRESS TO PASS A LAW CODIFYING HIS MOST-FAVORED-NATION DRUG PRICE POLICY -WHITE HOUSE|37|||TRUMP|pharmaceutical|USA|law codification||most-favored-nation drug price policy||||||WHITE HOUSE|||Trump has urged Congress to pass legislation that would codify his most-favored-nation drug pricing policy, according to the White House.|3.0|The tweet reflects a neutral stance on potential drug pricing reforms without strong positive or negative implications for the market.|
2026-01-15|09:26:28|TRUMP'S PROPOSED COST-SHARING PROGRAM COULD REDUCE THE MOST COMMON OBAMACARE PLAN PREMIUMS BY OVER 10% -WHITE HOUSE|38|||TRUMP|healthcare|USA|cost-sharing program,Obamacare|premiums|Obamacare||||||WHITE HOUSE||10% reduction|The White House reports that Trump's proposed cost-sharing program may lower premiums for the most common Obamacare plan by over 10%. This initiative is aimed at making healthcare more affordable in the USA.|4.0|The proposal suggests a significant reduction in healthcare costs, which is a positive development. It indicates a focus on affordability, aligning with bullish sentiments in the healthcare sector.|
2026-01-15|09:29:26|$F - FORD  BYD IN TALKS FOR HYBRID-VEHICLE BATTERIES  SOURCES SAY -- WSJ   FORD COULD USE BYD BATTERIES IN FACTORIES OUTSIDE U.S.  SOURCES SAY -- WSJ|39|$F|FORD,BYD|||U.S.|talks for hybrid-vehicle batteries||||||||WSJ|||Ford and BYD are reportedly in negotiations concerning the supply of hybrid-vehicle batteries, with Ford potentially utilizing BYD batteries in factories outside the U.S.|4.0|The news suggests a strategic partnership that could enhance Ford's production capabilities and sustainability efforts, indicating a positive outlook for both companies.|
2026-01-15|09:32:26|**FORD TALKS WITH BYD FOR HYBRID BATTERIES**  Ford is in discussions with BYD to supply batteries for its hybrid vehicles  though no deal is certain. The move follows Ford’s shift from electric vehicles to hybrids  which are seeing rising sales. BYD  a leading battery maker  has experience in hybrids and is expanding production overseas.|40||Ford,BYD||automotive,batteries||discussions,supply deal|||||||||||Ford is in talks with BYD to secure a supply of hybrid batteries, indicating a strategic pivot towards hybrids amid increasing demand, although no deal has been finalized yet.|4.0|The discussions between Ford and BYD positively reflect a shift in Ford's strategy towards hybrid vehicles, which are gaining popularity. This suggests optimism about the potential deal and the future of hybrid sales.|
2026-01-15|09:43:27|**RUSSIA VOWS TO RESPOND TO EUROPEAN MILITARIZATION**  Russia is closely monitoring Europe’s militarization  including NATO buildup  strike systems  and arms support for Ukraine  and will factor it into military planning  Russian Foreign Ministry spokeswoman Maria Zakharova said. Moscow plans to modernize its weapons and equipment in response to perceived threats to its security.|41|||Maria Zakharova|military,defense|Russia,Europe,Ukraine|militarization,NATO buildup|||||||military planning||||Russia is vowing to respond to the increasing militarization in Europe, including NATO's buildup and support for Ukraine, with plans to modernize its weapons systems as stated by Foreign Ministry spokeswoman Maria Zakharova.|1.0|The statement reflects a defensive posture from Russia in response to perceived threats, indicating a bearish tone regarding geopolitical stability.|
2026-01-15|09:48:26|$MSTR - TD COWEN LOWERS MSTR PRICE TARGET TO $440  TD Cowen cut Strategy price target to $440 from $500  citing lower FY26 bitcoin yield  while keeping a Buy rating. The analyst noted Strategy is increasing bitcoin holdings but issuing more equity  which reduces BTC yield. MSTR remains attractive for investors seeking bitcoin exposure despite market pressure.|42|MSTR|MicroStrategy|TD Cowen|||||||bitcoin|||||Buy|price target,FY26 bitcoin yield|TD Cowen has lowered the price target for MicroStrategy (MSTR) to $440 from $500, citing reduced bitcoin yield for FY26, while maintaining a Buy rating due to attractive investment opportunities in bitcoin exposure.|3.5|The downgrade of the price target suggests caution, but the Buy rating and mention of MSTR's attractiveness for bitcoin exposure indicate a generally positive outlook amid challenges.|
2026-01-15|09:55:27|FED'S BARR: DOJ PROBE IS 'AN ASSAULT ON THE INDEPENDENCE OF THE FED' - YAHOO|43||FED,DOJ,YAHOO|BARR|||PROBE|||FED|||||YAHOO|||Federal Reserve official Barr described the Department of Justice's investigation as a threat to the Fed's independence, according to Yahoo.|1.0|The statement conveys concern and negativity regarding the DOJ probe, suggesting a bearish outlook on the situation involving the Federal Reserve's autonomy.|
2026-01-15|10:01:26|**MORTGAGE RATES DROP TO THREE-YEAR LOW**  Mortgage rates fell to 6.06%  the lowest since September 2022  down from 6.16% last week  according to Freddie Mac. President Trump’s $200 billion directive for Fannie Mae and Freddie Mac to buy mortgage bonds helped push rates lower. The decline has boosted borrower demand  contributing to a 5% rise in December home sales  though 2025 still saw one of the worst annual sales slumps in decades.|44||Freddie Mac,Fannie Mae|President Trump|Real Estate,Finance|United States|Mortgage Rates Drop|home sales|directive for Fannie Mae and Freddie Mac||||||||6.06%,6.16%,5%|Mortgage rates have decreased to 6.06%, the lowest level since September 2022, largely due to a directive from President Trump facilitating the purchase of mortgage bonds by Fannie Mae and Freddie Mac. This reduction has led to increased borrower demand, resulting in a 5% rise in home sales for December.|4.0|The drop in mortgage rates is generally positive for the housing market, indicating a bullish trend in borrower demand and market activity, despite historical slumps in annual sales.|
2026-01-15|10:54:27|TRUMP TRADE ADVISER NAVARRO CRITICIZES REPORTED FORD-BYD BATTERY DEAL TALKS|45||Ford,BYD|Trump,Navarro|||deal talks|||||||||||Trump trade adviser Navarro has publicly criticized the ongoing talks for a battery deal between Ford and BYD.|1.0|The criticism indicates a negative view on the deal, suggesting potential challenges or concerns regarding the partnership.|
2026-01-15|10:57:27|FED'S BARKIN: TODAY'S ECONOMY HAS 2 ENGINES – AI AND THE RICH|46|||Barkin|Economy,Technology|USA||AI||Federal Reserve||||||||Barkin from the Federal Reserve highlights the dual engines driving today’s economy: artificial intelligence and wealth accumulation among the rich.|4.0|The mention of AI as a key economic engine is indicative of positive growth and technological advancement, suggesting a bullish perspective on economic opportunities.|
2026-01-15|11:06:28|$DVN $CTRA - US shale producers Devon Energy and Coterra Energy in merger talks  sources say|47|DVN,CTRA|Devon Energy,Coterra Energy|||US|merger talks||||||||sources|||Devon Energy ($DVN) and Coterra Energy ($CTRA) are reportedly in merger talks, according to sources. This development highlights potential consolidation in the US shale sector.|4.0|The news of merger talks generally signals positive momentum for the companies involved. It suggests growth and strategic alignment, contributing to a bullish outlook.|
2026-01-15|11:14:27|*NETANYAHU ASKED TRUMP ON WEDS. TO DELAY AN ATTACK ON IRAN: NYT|48|||Netanyahu,Trump||Iran|delay an attack|||||||attack on Iran|NYT|||Netanyahu requested Trump to postpone a planned attack on Iran, according to the New York Times.|2.0|The request indicates a cautious approach amid geopolitical tensions, reflecting uncertainty rather than a positive or negative sentiment.|
